engine,cycle,op_set1,op_set2,op_set3,Fan Inlet Temperature,LPC Outlet Temperature,HPC Outlet Temperature,LPT Outlet Temperature,Fan Inlet Pressure,Bypass-Duct Pressure,HPC Outlet Pressure,Physical Fan Speed,Physical Core Speed,Engine Pressure Ratio,HPC Outlet Static Pressure,Ratio of Fuel Flow to Ps30,Corrected Fan Speed,Corrected Core Speed,Bypass Ratio,Burner Fuel-Air Ratio,Bleed Enthalpy,Required Fan Speed,Required Fan Conversion Speed,High-Pressure Turbines Cool Air Flow,Low-Pressure Turbines Cool Air Flow,RUL
22,156,34.9983,0.84,100.0,449.44,555.67,1370.22,1125.57,5.48,8.0,194.07,2223.4,8383.25,1.02,42.09,182.83,2388.51,8091.29,9.3412,0.02,334,2223,100.0,14.74,8.8997,55.0
22,157,41.9989,0.84,100.0,445.0,550.15,1346.97,1130.87,3.91,5.71,138.55,2212.34,8348.65,1.02,42.18,130.83,2388.53,8116.07,9.3545,0.02,331,2212,100.0,10.54,6.3156,54.0
22,158,25.0073,0.62,60.0,462.54,536.76,1260.31,1044.14,7.05,9.03,175.95,1915.81,8039.66,0.94,36.88,164.41,2028.71,7897.54,10.9414,0.02,308,1915,84.93,14.27,8.5076,53.0
22,159,19.9996,0.7006,100.0,491.19,607.5,1485.67,1253.18,9.35,13.66,334.47,2324.17,8756.84,1.08,44.53,314.59,2388.28,8090.21,9.2295,0.02,364,2324,100.0,24.56,14.6583,52.0
22,160,10.0061,0.25,100.0,489.05,604.6,1501.05,1310.75,10.52,15.49,394.2,2318.95,8808.12,1.26,45.43,371.8,2388.16,8158.05,8.6808,0.03,370,2319,100.0,28.42,17.1191,51.0
22,161,35.0044,0.8404,100.0,449.44,555.85,1367.15,1126.09,5.48,8.0,194.54,2223.52,8376.58,1.02,41.93,183.28,2388.63,8105.66,9.3221,0.02,335,2223,100.0,14.84,8.9743,50.0
22,162,42.0071,0.84,100.0,445.0,549.45,1351.68,1125.27,3.91,5.72,139.57,2212.46,8359.86,1.02,42.17,130.66,2388.61,8120.54,9.3599,0.02,330,2212,100.0,10.79,6.4538,49.0
22,163,42.0043,0.8405,100.0,445.0,549.8,1351.36,1129.48,3.91,5.72,138.12,2212.5,8353.68,1.02,42.19,130.66,2388.62,8120.83,9.3207,0.02,333,2212,100.0,10.46,6.4312,48.0
22,164,10.001,0.2505,100.0,489.05,604.8,1502.04,1312.21,10.52,15.49,394.29,2318.96,8812.35,1.26,45.65,371.17,2388.12,8164.0,8.6935,0.03,370,2319,100.0,28.57,17.0089,47.0
22,165,20.0039,0.7014,100.0,491.19,607.71,1490.75,1258.64,9.35,13.66,334.44,2324.19,8763.71,1.07,44.38,315.31,2388.36,8091.29,9.24,0.02,366,2324,100.0,24.43,14.6371,46.0
22,166,35.0037,0.84,100.0,449.44,556.14,1367.41,1132.61,5.48,8.0,194.6,2223.53,8385.09,1.02,41.87,182.79,2388.72,8102.47,9.3137,0.02,333,2223,100.0,14.77,8.9203,45.0
22,167,10.0072,0.25,100.0,489.05,605.43,1502.68,1310.73,10.52,15.5,394.55,2318.9,8815.68,1.26,45.51,371.87,2388.16,8165.98,8.6934,0.03,370,2319,100.0,28.45,17.1234,44.0
22,168,19.9988,0.7016,100.0,491.19,607.7,1490.37,1254.6,9.35,13.66,335.27,2324.25,8766.15,1.07,44.37,314.85,2388.36,8099.08,9.2669,0.02,363,2324,100.0,24.65,14.6235,43.0
22,169,24.9987,0.62,60.0,462.54,536.92,1261.38,1055.75,7.05,9.03,175.43,1915.9,8041.34,0.94,36.76,164.44,2028.88,7902.25,10.9584,0.02,307,1915,84.93,14.31,8.5461,42.0
22,170,41.9984,0.84,100.0,445.0,549.69,1356.9,1128.89,3.91,5.72,138.64,2212.64,8361.54,1.03,42.06,130.4,2388.7,8124.23,9.352,0.02,331,2212,100.0,10.48,6.3104,41.0
22,171,35.0056,0.84,100.0,449.44,555.57,1370.45,1133.89,5.48,8.0,195.02,2223.66,8390.41,1.02,41.97,182.84,2388.78,8104.34,9.3574,0.02,334,2223,100.0,14.87,8.8894,40.0
22,172,25.0053,0.62,60.0,462.54,537.48,1262.79,1053.1,7.05,9.03,175.35,1915.98,8039.92,0.94,36.86,164.97,2028.89,7904.63,10.9367,0.02,310,1915,84.93,14.11,8.5319,39.0
22,173,25.0035,0.6202,60.0,462.54,537.72,1266.68,1050.64,7.05,9.03,175.65,1915.99,8041.32,0.94,36.69,164.66,2028.89,7908.36,10.9888,0.02,308,1915,84.93,14.27,8.4437,38.0
22,174,0.0008,0.0,100.0,518.67,642.62,1587.9,1407.87,14.62,21.61,553.29,2388.08,9112.23,1.3,47.51,521.69,2388.12,8186.45,8.4387,0.03,393,2388,100.0,38.64,23.2883,37.0
22,175,19.9995,0.7,100.0,491.19,608.0,1487.25,1256.43,9.35,13.66,334.41,2324.26,8765.74,1.08,44.41,314.78,2388.45,8101.76,9.2514,0.03,366,2324,100.0,24.4,14.626,36.0
22,176,35.0038,0.8405,100.0,449.44,556.09,1366.29,1139.34,5.48,8.0,194.86,2223.74,8394.82,1.02,42.03,183.15,2388.91,8110.93,9.3035,0.02,335,2223,100.0,14.89,8.9744,35.0
22,177,10.0079,0.2504,100.0,489.05,605.47,1505.11,1320.3,10.52,15.5,394.19,2318.93,8835.31,1.26,45.59,370.99,2388.22,8176.33,8.6704,0.03,371,2319,100.0,28.52,17.0557,34.0
22,178,42.0001,0.84,100.0,445.0,550.21,1357.86,1129.4,3.91,5.72,138.8,2212.69,8374.32,1.03,42.2,130.55,2388.82,8126.68,9.3572,0.02,332,2212,100.0,10.55,6.4044,33.0
22,179,19.9987,0.7013,100.0,491.19,607.76,1492.12,1258.65,9.35,13.66,334.81,2324.33,8777.47,1.07,44.4,314.73,2388.41,8102.94,9.2643,0.02,366,2324,100.0,24.31,14.7158,32.0
22,180,20.0079,0.701,100.0,491.19,607.75,1486.22,1253.06,9.35,13.66,334.38,2324.33,8772.61,1.07,44.35,314.88,2388.4,8103.87,9.255,0.02,365,2324,100.0,24.52,14.7254,31.0
22,181,20.0004,0.7,100.0,491.19,607.99,1489.73,1259.79,9.35,13.66,334.75,2324.35,8777.34,1.07,44.46,314.66,2388.44,8110.71,9.2582,0.02,366,2324,100.0,24.5,14.7304,30.0
22,182,0.001,0.0019,100.0,518.67,643.21,1591.38,1415.47,14.62,21.61,552.58,2388.13,9117.44,1.3,47.76,521.57,2388.03,8188.08,8.4526,0.03,395,2388,100.0,38.71,23.2486,29.0
22,183,0.0025,0.0,100.0,518.67,642.84,1598.0,1415.12,14.62,21.61,553.0,2388.07,9119.87,1.3,47.71,521.17,2388.08,8188.49,8.4392,0.03,395,2388,100.0,38.6,23.1762,28.0
22,184,25.0038,0.62,60.0,462.54,536.82,1264.85,1054.14,7.05,9.03,175.48,1916.22,8060.95,0.94,36.76,164.67,2029.2,7917.58,10.9622,0.02,308,1915,84.93,14.19,8.5213,27.0
22,185,0.0016,0.0005,100.0,518.67,643.04,1598.75,1409.9,14.62,21.61,552.32,2388.09,9118.41,1.3,47.67,521.04,2388.11,8185.51,8.4779,0.03,393,2388,100.0,38.59,23.2306,26.0
22,186,20.0036,0.7017,100.0,491.19,608.13,1491.89,1257.6,9.35,13.66,334.7,2324.39,8788.43,1.07,44.44,314.79,2388.54,8112.21,9.2567,0.02,367,2324,100.0,24.33,14.5508,25.0
22,187,20.0067,0.7,100.0,491.19,607.58,1495.81,1265.14,9.35,13.66,334.41,2324.41,8778.98,1.07,44.6,315.41,2388.57,8115.06,9.265,0.03,369,2324,100.0,24.24,14.5851,24.0
22,188,35.0013,0.84,100.0,449.44,556.12,1367.54,1135.68,5.48,8.0,193.69,2223.95,8413.11,1.02,42.05,183.9,2389.17,8121.74,9.3803,0.02,336,2223,100.0,14.77,8.855,23.0
22,189,10.0059,0.25,100.0,489.05,605.34,1515.87,1322.1,10.52,15.5,394.48,2319.03,8843.6,1.26,45.63,372.03,2388.21,8188.42,8.6567,0.03,371,2319,100.0,28.46,17.043,22.0
22,190,25.0044,0.6203,60.0,462.54,537.19,1269.66,1054.52,7.05,9.03,175.27,1916.39,8059.14,0.94,36.91,164.51,2029.33,7919.99,10.9568,0.02,308,1915,84.93,14.39,8.5588,21.0
22,191,20.0027,0.7008,100.0,491.19,607.98,1481.14,1256.62,9.35,13.66,333.94,2324.45,8787.15,1.08,44.63,314.5,2388.57,8121.63,9.2469,0.03,369,2324,100.0,24.44,14.6489,20.0
22,192,0.0016,0.0012,100.0,518.67,643.18,1599.5,1418.86,14.62,21.61,552.31,2388.09,9127.3,1.3,47.65,521.1,2388.13,8200.48,8.4375,0.03,395,2388,100.0,38.66,23.3489,19.0
22,193,42.0007,0.8417,100.0,445.0,549.71,1357.88,1144.2,3.91,5.72,138.37,2213.12,8399.14,1.03,42.48,130.9,2389.3,8152.73,9.4074,0.02,333,2212,100.0,10.66,6.3649,18.0
22,194,0.0002,0.0,100.0,518.67,642.56,1594.17,1419.65,14.62,21.61,553.43,2388.06,9135.35,1.3,47.69,520.71,2388.05,8206.22,8.4524,0.03,395,2388,100.0,38.8,23.1232,17.0
22,195,10.0078,0.2507,100.0,489.05,605.23,1499.96,1318.45,10.52,15.5,393.14,2319.09,8856.02,1.26,45.54,371.18,2388.27,8198.55,8.7153,0.03,371,2319,100.0,28.54,17.0183,16.0
22,196,42.0067,0.8411,100.0,445.0,550.06,1362.37,1137.32,3.91,5.72,138.49,2213.19,8400.98,1.03,42.37,130.59,2389.32,8161.82,9.3514,0.02,332,2212,100.0,10.64,6.2926,15.0
22,197,42.0031,0.84,100.0,445.0,549.97,1357.71,1142.37,3.91,5.72,138.28,2213.22,8403.79,1.03,42.39,131.34,2389.39,8162.23,9.3957,0.02,333,2212,100.0,10.55,6.346,14.0
22,198,0.0005,0.0004,100.0,518.67,642.91,1598.29,1423.04,14.62,21.61,552.63,2388.15,9148.14,1.3,47.83,520.87,2388.07,8215.59,8.4949,0.03,397,2388,100.0,38.71,23.2108,13.0
22,199,10.0049,0.25,100.0,489.05,604.87,1506.06,1321.94,10.52,15.5,393.65,2319.07,8868.65,1.26,45.77,371.45,2388.3,8195.98,8.7254,0.03,372,2319,100.0,28.55,17.0194,12.0
22,200,20.0058,0.7008,100.0,491.19,608.17,1483.77,1262.58,9.35,13.66,334.34,2324.59,8814.24,1.07,44.69,314.76,2388.69,8142.56,9.258,0.03,368,2324,100.0,24.3,14.5288,11.0
22,201,25.0013,0.62,60.0,462.54,537.36,1271.82,1056.04,7.05,9.03,175.35,1916.72,8074.98,0.94,37.1,164.52,2029.63,7940.21,10.9735,0.02,308,1915,84.93,14.41,8.5555,10.0
22,202,42.006,0.84,100.0,445.0,550.06,1368.95,1140.87,3.91,5.72,138.74,2213.37,8417.89,1.03,42.6,130.86,2389.5,8163.96,9.3952,0.02,332,2212,100.0,10.59,6.2938,9.0
22,203,0.0022,0.0,100.0,518.67,643.27,1599.07,1423.5,14.62,21.61,552.91,2388.1,9156.7,1.3,47.8,520.45,2388.07,8219.94,8.4949,0.03,397,2388,100.0,38.54,23.1113,8.0
22,204,34.9988,0.84,100.0,449.44,556.98,1375.01,1143.89,5.48,8.01,194.37,2224.53,8445.75,1.02,42.38,183.22,2389.76,8155.16,9.3585,0.02,338,2223,100.0,14.94,8.8557,7.0
22,205,0.0027,0.0002,100.0,518.67,642.63,1606.96,1419.19,14.62,21.61,552.08,2388.1,9165.93,1.3,48.07,520.42,2388.12,8218.85,8.4903,0.03,397,2388,100.0,38.27,23.1073,6.0
22,206,25.0069,0.62,60.0,462.54,537.0,1269.79,1064.62,7.05,9.03,175.57,1916.85,8088.71,0.94,37.09,164.37,2029.74,7947.4,11.0011,0.02,309,1915,84.93,14.0,8.455,5.0
22,207,25.0069,0.62,60.0,462.54,537.26,1267.0,1057.05,7.05,9.03,174.71,1916.89,8087.07,0.94,37.12,164.12,2029.9,7948.65,10.9723,0.02,308,1915,84.93,14.14,8.4251,4.0
22,208,24.9988,0.6217,60.0,462.54,537.13,1272.29,1060.05,7.05,9.03,174.94,1916.91,8098.09,0.94,37.17,164.58,2029.95,7950.6,10.9914,0.02,310,1915,84.93,14.32,8.4024,3.0
22,209,10.0078,0.2514,100.0,489.05,605.76,1514.34,1324.06,10.52,15.5,392.44,2319.25,8886.9,1.26,45.91,370.38,2388.37,8226.19,8.7376,0.03,373,2319,100.0,28.22,16.9644,2.0
22,210,0.001,0.0004,100.0,518.67,644.12,1592.94,1420.37,14.62,21.61,552.46,2388.09,9174.88,1.3,47.96,520.32,2388.12,8238.45,8.5356,0.03,396,2388,100.0,38.4,23.0963,1.0
22,211,42.0047,0.8413,100.0,445.0,550.41,1371.12,1145.63,3.91,5.72,138.33,2213.65,8439.67,1.03,42.71,130.83,2389.92,8194.02,9.3837,0.02,335,2212,100.0,10.48,6.2491,0.0
23,1,42.0061,0.84,100.0,445.0,549.48,1347.57,1119.74,3.91,5.71,139.05,2212.01,8322.15,1.02,41.97,130.39,2388.09,8090.04,9.35,0.02,329,2212,100.0,10.57,6.3197,279.0
23,2,10.0041,0.2503,100.0,489.05,604.2,1493.98,1312.41,10.52,15.49,395.22,2318.82,8786.43,1.26,44.98,371.82,2388.06,8131.65,8.6367,0.03,368,2319,100.0,28.46,17.1517,278.0
23,3,35.0062,0.8413,100.0,449.44,555.4,1358.26,1125.98,5.48,8.0,194.66,2223.04,8347.9,1.02,41.71,183.41,2388.15,8072.72,9.3184,0.02,334,2223,100.0,14.98,8.9662,277.0
23,4,0.0016,0.0012,100.0,518.67,642.22,1588.19,1396.97,14.62,21.61,553.96,2388.0,9064.78,1.3,47.27,522.28,2387.97,8141.99,8.3734,0.03,393,2388,100.0,39.11,23.3455,276.0
23,5,9.9992,0.2518,100.0,489.05,604.71,1492.79,1292.5,10.52,15.49,394.94,2318.78,8777.26,1.26,45.17,371.93,2388.06,8140.88,8.6251,0.03,368,2319,100.0,28.62,17.2197,275.0
23,6,35.0064,0.8411,100.0,449.44,555.25,1358.85,1127.92,5.48,8.0,194.09,2223.07,8357.99,1.02,41.65,183.45,2388.21,8074.83,9.3163,0.02,333,2223,100.0,15.11,9.0082,274.0
23,7,0.0022,0.0,100.0,518.67,642.31,1590.18,1401.64,14.62,21.61,553.87,2387.99,9064.25,1.3,47.31,522.36,2387.97,8144.58,8.375,0.03,392,2388,100.0,38.82,23.4105,273.0
23,8,42.002,0.8412,100.0,445.0,549.57,1357.91,1119.3,3.91,5.71,139.01,2212.04,8326.59,1.02,41.8,130.35,2388.19,8091.58,9.3435,0.02,330,2212,100.0,10.48,6.356,272.0
23,9,42.0052,0.84,100.0,445.0,549.62,1353.56,1129.09,3.91,5.71,138.77,2212.02,8330.44,1.02,41.87,130.98,2388.14,8094.98,9.3296,0.02,331,2212,100.0,10.75,6.3412,271.0
23,10,41.9999,0.84,100.0,445.0,549.96,1348.72,1121.69,3.91,5.71,139.39,2212.11,8327.41,1.02,41.83,131.06,2388.1,8091.95,9.3616,0.02,331,2212,100.0,10.78,6.2793,270.0
23,11,0.0,0.001,100.0,518.67,642.25,1587.4,1393.73,14.62,21.61,554.59,2388.0,9052.69,1.3,47.36,522.09,2387.96,8141.71,8.4304,0.03,392,2388,100.0,38.97,23.4189,269.0
23,12,42.0019,0.8412,100.0,445.0,549.2,1353.43,1123.28,3.91,5.71,139.06,2212.03,8331.67,1.02,42.11,131.08,2388.09,8091.39,9.3285,0.02,330,2212,100.0,10.71,6.3373,268.0
23,13,0.0006,0.0016,100.0,518.67,642.39,1587.48,1391.56,14.62,21.61,554.84,2388.06,9065.88,1.3,47.26,522.13,2388.04,8138.94,8.3866,0.03,392,2388,100.0,39.14,23.3775,267.0
23,14,24.9992,0.6205,60.0,462.54,536.47,1265.9,1049.46,7.05,9.03,176.06,1915.37,8012.38,0.94,36.61,164.55,2028.32,7879.0,10.8528,0.02,307,1915,84.93,14.34,8.578,266.0
23,15,41.9999,0.84,100.0,445.0,549.93,1350.19,1121.99,3.91,5.71,139.09,2212.05,8325.49,1.02,41.66,130.58,2388.08,8087.16,9.3271,0.02,330,2212,100.0,10.71,6.4241,265.0
23,16,42.0056,0.8415,100.0,445.0,548.84,1346.7,1121.69,3.91,5.72,139.57,2212.07,8334.0,1.02,42.09,130.51,2388.09,8093.39,9.3336,0.02,331,2212,100.0,10.53,6.3826,264.0
23,17,10.0054,0.2504,100.0,489.05,604.95,1492.64,1300.01,10.52,15.49,394.78,2318.83,8787.28,1.26,45.27,371.83,2388.07,8137.41,8.6164,0.03,369,2319,100.0,28.57,17.1077,263.0
23,18,34.9998,0.84,100.0,449.44,555.22,1361.16,1121.29,5.48,8.0,194.6,2223.11,8346.9,1.02,41.76,183.08,2388.09,8073.3,9.2831,0.02,333,2223,100.0,14.87,8.933,262.0
23,19,42.0079,0.8403,100.0,445.0,549.9,1352.81,1122.49,3.91,5.71,138.42,2212.03,8326.01,1.02,41.9,130.81,2388.11,8094.67,9.3382,0.02,331,2212,100.0,10.49,6.3004,261.0
23,20,42.0039,0.8411,100.0,445.0,549.28,1349.11,1116.61,3.91,5.72,138.81,2212.0,8321.85,1.02,41.86,130.99,2388.09,8095.15,9.3457,0.02,330,2212,100.0,10.79,6.4838,260.0
23,21,20.0017,0.7,100.0,491.19,607.61,1484.25,1238.07,9.35,13.65,335.4,2323.93,8728.92,1.08,44.34,315.52,2388.05,8062.94,9.1695,0.02,363,2324,100.0,24.72,14.702,259.0
23,22,35.0045,0.8404,100.0,449.44,555.35,1360.39,1124.71,5.48,8.0,194.55,2223.05,8361.65,1.02,41.62,183.49,2388.18,8074.43,9.3008,0.02,333,2223,100.0,14.94,8.86,258.0
23,23,0.0029,0.0,100.0,518.67,641.45,1584.19,1396.0,14.62,21.6,553.97,2388.01,9061.67,1.3,47.25,522.29,2388.05,8147.84,8.4347,0.03,391,2388,100.0,38.85,23.3697,257.0
23,24,0.0027,0.0018,100.0,518.67,642.27,1583.65,1404.11,14.62,21.61,554.48,2388.03,9062.85,1.3,47.41,522.59,2388.01,8144.46,8.411,0.03,392,2388,100.0,39.0,23.4163,256.0
23,25,42.0054,0.84,100.0,445.0,549.3,1344.7,1122.77,3.91,5.71,139.02,2212.11,8331.82,1.02,41.98,130.85,2388.12,8099.21,9.3377,0.02,328,2212,100.0,10.57,6.3834,255.0
23,26,9.9991,0.25,100.0,489.05,604.11,1499.87,1300.55,10.52,15.49,394.91,2318.84,8785.48,1.26,45.51,371.77,2388.03,8139.15,8.6052,0.03,369,2319,100.0,28.85,17.1713,254.0
23,27,35.0072,0.8415,100.0,449.44,555.59,1363.36,1124.08,5.48,8.0,194.84,2223.07,8356.48,1.02,41.72,183.14,2388.07,8070.89,9.3255,0.02,333,2223,100.0,14.89,8.881,253.0
23,28,35.0046,0.84,100.0,449.44,555.29,1360.57,1122.48,5.48,8.0,194.62,2223.02,8356.22,1.02,41.67,183.02,2388.17,8072.3,9.2813,0.02,334,2223,100.0,14.91,8.8822,252.0
23,29,34.9987,0.8405,100.0,449.44,555.73,1364.19,1118.87,5.48,8.0,194.58,2223.02,8352.06,1.02,41.8,182.97,2388.13,8069.5,9.2706,0.02,332,2223,100.0,14.83,8.9918,251.0
23,30,25.005,0.6217,60.0,462.54,537.07,1252.4,1032.79,7.05,9.03,175.41,1915.46,8006.53,0.94,36.61,164.38,2028.3,7877.07,10.8309,0.02,306,1915,84.93,14.14,8.62,250.0
23,31,20.0047,0.7013,100.0,491.19,607.22,1481.2,1244.24,9.35,13.65,335.55,2323.91,8722.54,1.08,44.11,315.39,2388.11,8064.98,9.1887,0.02,365,2324,100.0,24.52,14.6879,249.0
23,32,10.0048,0.2513,100.0,489.05,604.24,1502.13,1305.0,10.52,15.49,394.94,2318.84,8785.27,1.26,45.3,371.79,2388.06,8136.16,8.6065,0.03,369,2319,100.0,28.65,17.236,248.0
23,33,10.0022,0.2519,100.0,489.05,604.75,1491.23,1295.96,10.52,15.49,394.57,2318.82,8787.79,1.26,45.21,371.96,2388.0,8140.71,8.6535,0.03,369,2319,100.0,28.54,17.0985,247.0
23,34,42.0043,0.8414,100.0,445.0,549.43,1353.76,1112.55,3.91,5.72,139.04,2211.96,8330.26,1.02,41.9,130.93,2388.09,8091.73,9.2903,0.02,332,2212,100.0,10.58,6.4696,246.0
23,35,25.0057,0.6211,60.0,462.54,536.21,1257.28,1040.62,7.05,9.03,175.83,1915.44,8018.74,0.94,36.66,164.52,2028.35,7880.87,10.874,0.02,306,1915,84.93,14.48,8.5808,245.0
23,36,35.008,0.8414,100.0,449.44,555.64,1359.75,1128.06,5.48,8.0,195.23,2223.0,8356.4,1.02,41.59,183.14,2388.15,8077.51,9.2878,0.02,331,2223,100.0,14.91,8.9323,244.0
23,37,20.0046,0.7004,100.0,491.19,607.05,1477.23,1247.61,9.35,13.65,335.08,2323.94,8732.67,1.08,44.18,315.6,2388.09,8066.36,9.2294,0.02,364,2324,100.0,24.61,14.8229,243.0
23,38,0.0017,0.0,100.0,518.67,642.57,1583.89,1400.65,14.62,21.6,554.33,2388.0,9058.02,1.3,47.39,522.26,2388.02,8146.21,8.4186,0.03,392,2388,100.0,39.04,23.339,242.0
23,39,19.9989,0.7001,100.0,491.19,607.46,1484.8,1241.61,9.35,13.66,334.93,2323.92,8718.12,1.08,44.23,315.07,2388.07,8064.34,9.1781,0.02,363,2324,100.0,24.71,14.7317,241.0
23,40,41.9987,0.84,100.0,445.0,549.39,1353.03,1117.31,3.91,5.72,139.17,2212.02,8318.81,1.02,41.91,130.85,2388.09,8091.92,9.3351,0.02,329,2212,100.0,10.74,6.4128,240.0
23,41,10.0026,0.2513,100.0,489.05,604.99,1493.76,1301.61,10.52,15.49,394.48,2318.8,8774.1,1.26,45.25,371.82,2388.09,8134.14,8.6555,0.03,369,2319,100.0,28.59,17.2098,239.0
23,42,35.003,0.84,100.0,449.44,555.81,1365.45,1116.95,5.48,8.0,195.12,2223.02,8360.76,1.02,41.84,183.5,2388.21,8079.23,9.2939,0.02,332,2223,100.0,14.88,8.8897,238.0
23,43,42.0001,0.84,100.0,445.0,549.28,1342.29,1115.59,3.91,5.72,139.08,2212.02,8336.39,1.02,42.04,131.14,2388.11,8082.34,9.336,0.02,329,2212,100.0,10.51,6.4648,237.0
23,44,25.0028,0.62,60.0,462.54,536.83,1256.91,1042.1,7.05,9.03,175.67,1915.42,8015.0,0.94,36.5,164.39,2028.35,7878.92,10.8704,0.02,307,1915,84.93,14.32,8.6348,236.0
23,45,10.0014,0.2512,100.0,489.05,604.66,1498.2,1302.9,10.52,15.49,395.47,2318.84,8786.12,1.26,45.16,372.14,2388.06,8138.88,8.6369,0.03,368,2319,100.0,28.57,17.1331,235.0
23,46,10.0013,0.2519,100.0,489.05,604.3,1498.9,1304.27,10.52,15.49,395.08,2318.83,8778.57,1.26,45.2,371.69,2388.05,8126.72,8.626,0.03,368,2319,100.0,28.67,17.1071,234.0
23,47,10.0025,0.25,100.0,489.05,604.37,1499.67,1307.19,10.52,15.49,394.56,2318.82,8794.8,1.26,45.17,371.79,2388.04,8132.62,8.6017,0.03,371,2319,100.0,28.65,17.261,233.0
23,48,0.0011,0.0,100.0,518.67,641.91,1586.11,1402.37,14.62,21.6,555.05,2388.02,9066.87,1.3,47.36,521.94,2388.02,8146.4,8.4169,0.03,392,2388,100.0,39.06,23.3672,232.0
23,49,20.0011,0.7017,100.0,491.19,607.3,1481.67,1248.27,9.35,13.66,335.14,2323.91,8722.68,1.08,44.09,315.52,2388.04,8072.91,9.2072,0.02,367,2324,100.0,24.53,14.7629,231.0
23,50,24.9987,0.62,60.0,462.54,536.29,1257.85,1044.93,7.05,9.02,176.06,1915.45,8015.43,0.94,36.54,164.97,2028.3,7876.52,10.8843,0.02,306,1915,84.93,14.21,8.6248,230.0
23,51,34.9999,0.8416,100.0,449.44,555.23,1361.67,1123.58,5.48,8.0,194.89,2223.03,8351.04,1.02,41.6,183.41,2388.11,8073.01,9.2707,0.02,333,2223,100.0,14.73,8.8939,229.0
23,52,20.0001,0.7001,100.0,491.19,607.37,1478.34,1252.97,9.35,13.65,334.6,2323.96,8730.65,1.08,44.31,315.21,2388.03,8069.39,9.2047,0.02,364,2324,100.0,24.48,14.7723,228.0
23,53,10.0063,0.2506,100.0,489.05,603.83,1490.89,1303.77,10.52,15.49,394.35,2318.82,8788.5,1.26,45.32,372.07,2388.11,8139.93,8.6586,0.03,368,2319,100.0,28.51,17.1938,227.0
23,54,42.0074,0.8404,100.0,445.0,549.07,1352.54,1123.47,3.91,5.71,139.74,2212.02,8332.19,1.02,42.13,131.23,2388.09,8090.36,9.345,0.02,328,2212,100.0,10.69,6.2844,226.0
23,55,0.0023,0.0,100.0,518.67,642.3,1587.53,1397.3,14.62,21.61,553.89,2388.0,9063.07,1.3,47.06,521.93,2388.05,8140.5,8.426,0.03,392,2388,100.0,39.09,23.4607,225.0
23,56,35.0057,0.8404,100.0,449.44,555.73,1362.72,1121.19,5.48,8.0,194.68,2223.12,8358.49,1.03,41.78,183.67,2388.15,8077.03,9.2985,0.02,334,2223,100.0,14.78,8.9735,224.0
23,57,42.001,0.8401,100.0,445.0,549.18,1347.73,1125.8,3.91,5.72,138.5,2212.06,8334.87,1.02,42.03,130.5,2388.15,8090.23,9.3389,0.02,331,2212,100.0,10.52,6.3735,223.0
23,58,10.0021,0.2509,100.0,489.05,604.42,1498.82,1303.84,10.52,15.49,394.29,2318.86,8786.23,1.26,45.19,371.95,2388.02,8131.11,8.606,0.03,369,2319,100.0,28.52,17.0872,222.0
23,59,0.0023,0.0,100.0,518.67,642.3,1581.27,1402.48,14.62,21.6,553.95,2387.95,9059.49,1.3,47.25,522.7,2388.01,8139.91,8.3944,0.03,394,2388,100.0,39.03,23.3764,221.0
23,60,42.0058,0.8408,100.0,445.0,549.76,1352.75,1123.41,3.91,5.71,139.13,2212.04,8326.82,1.02,42.1,130.97,2388.04,8089.01,9.3416,0.02,331,2212,100.0,10.55,6.3933,220.0
23,61,0.0009,0.0012,100.0,518.67,642.49,1591.57,1402.67,14.62,21.61,554.07,2388.0,9059.37,1.3,47.34,522.41,2387.94,8146.7,8.3831,0.03,392,2388,100.0,39.06,23.3637,219.0
23,62,0.0022,0.0,100.0,518.67,642.57,1582.92,1400.71,14.62,21.61,554.97,2388.03,9062.09,1.3,47.22,521.94,2388.04,8146.44,8.3959,0.03,392,2388,100.0,38.97,23.2892,218.0
23,63,34.9988,0.84,100.0,449.44,555.17,1356.66,1121.56,5.48,8.0,194.64,2223.03,8354.51,1.02,41.79,183.51,2388.09,8070.7,9.2992,0.02,333,2223,100.0,14.74,8.8298,217.0
23,64,0.0017,0.0012,100.0,518.67,642.22,1591.53,1396.23,14.62,21.61,554.53,2388.05,9053.43,1.3,47.51,522.25,2388.01,8141.81,8.4119,0.03,392,2388,100.0,38.89,23.4341,216.0
23,65,42.0031,0.8416,100.0,445.0,549.81,1352.66,1118.76,3.91,5.72,138.83,2212.0,8328.38,1.02,42.03,130.24,2388.15,8094.22,9.3501,0.02,330,2212,100.0,10.69,6.3959,215.0
23,66,41.9984,0.8412,100.0,445.0,548.67,1347.65,1121.47,3.91,5.71,138.94,2212.07,8328.52,1.02,41.97,130.57,2388.14,8089.21,9.3411,0.02,329,2212,100.0,10.57,6.3209,214.0
23,67,20.004,0.7,100.0,491.19,607.27,1476.96,1241.98,9.35,13.65,334.49,2323.94,8729.33,1.08,44.32,315.22,2388.03,8068.08,9.1811,0.02,363,2324,100.0,24.5,14.6877,213.0
23,68,42.0048,0.84,100.0,445.0,548.96,1346.3,1126.18,3.91,5.72,139.0,2212.04,8325.61,1.02,41.98,130.33,2388.14,8093.29,9.3228,0.02,332,2212,100.0,10.68,6.3468,212.0
